Replicacao,Exame,Eh_Warmup,01 - Organizar pedidos - TempoEmFila,01 - Organizar pedidos - TempoEmProcessamento,02 - Avaliar prioridade - TempoEmFila,02 - Avaliar prioridade - TempoEmProcessamento,03 - Agendar exame - TempoEmFila,03 - Agendar exame - TempoEmProcessamento,04 - Informar pré-requisitos - TempoEmFila,04 - Informar pré-requisitos - TempoEmProcessamento,05 - Preparar paciente - TempoEmFila,05 - Preparar paciente - TempoEmProcessamento,06 - Transportar paciente - TempoEmFila,06 - Transportar paciente - TempoEmProcessamento,07 - Avaliação de realização de exame - TempoEmFila,07 - Avaliação de realização de exame - TempoEmProcessamento,10 - Realizar exame no hospital - TempoEmFila,10 - Realizar exame no hospital - TempoEmProcessamento,11 - Atualizar MV - TempoEmFila,11 - Atualizar MV - TempoEmProcessamento,12 - Retorno do paciente ao PS - TempoEmFila,12 - Retorno do paciente ao PS - TempoEmProcessamento,13 - Analisar exame urgente - TempoEmFila,13 - Analisar exame urgente - TempoEmProcessamento,14 - Analisar exame não urgente - TempoEmFila,14 - Analisar exame não urgente - TempoEmProcessamento,Tempo total em fila,Tempo total em processamento,TempoNoSistema
1,1,True,0.0,1.3147324503485134,0.0,1.0191887404373405,0.0,34.26033956336071,0.0,23.416969702590563,0.0,9.994331996310024,2.7398776729965846,22.85906740633014,0.8808890190533418,26.80439973578372,6.975646618602809,34.7640189611478,0.0,2.3011926428376057,0.30858309646316684,16.494484335585838,0.0,0.0,0.0,165.672752135768,10.904996407115902,338.90147767050024,349.80647407761614
1,2,True,0.0,1.2066454776450009,0.0,1.3014198006145872,0.0,31.06349791046715,0.0,21.482704750260716,0.0,15.945026513865734,2.906407312313519,19.45138446772812,1.921541006314186,23.54076078914281,0.9143665045902338,60.39283553894866,0.0,2.9094084496341566,0.9889645256423307,23.87986055385403,0.0,0.0,0.0,426.927458586232,6.731279348860269,628.1010028383929,634.8322821872532
1,3,True,0.0,1.161400269326741,0.0,1.3167279814510024,0.0,0.0,0.0,27.000011774877414,0.0,14.298224407435882,0.0,19.76487376470658,0.03353472251988876,20.174713396597312,0.27500969559119426,30.264129766530544,0.0,4.132743488610629,0.14125574679576403,20.209971739648438,0.0,63.0144186042636,0.0,0.0,0.44980016490684704,201.33721519344815,201.787015358355
1,4,True,0.0,1.274924608552137,0.0,1.2020721267999477,0.0,0.0,0.0,21.89227301021333,0.0,24.813222410872598,0.0,14.388569811230624,3.7395508184719546,18.635347303110464,0.1949687970007261,81.92389712408212,0.0,2.76791877519085,1.7271242640587445,28.210939394593623,0.0,81.31038028600685,0.0,0.0,5.661643879531425,276.4195448506525,282.08118873018395
1,5,True,0.0,1.0305565809348316,0.0,1.1140492617060183,0.0,0.0,0.0,20.22551574034503,0.0,16.337528251060682,0.0,20.199929003620305,0.5996792631898131,20.483257814708395,0.6774721236882897,58.263329764049615,0.0,3.4214130513215935,3.5811256337874795,17.02205071168217,0.0,56.09235321640051,0.0,0.0,4.858277020665582,214.18998339582916,219.04826041649474
1,6,True,0.0,1.1697273572735831,0.0,1.0195441260981468,0.0,0.0,0.0,19.357085964250313,0.0,19.423202620162563,0.0,17.66381482917204,5.374236927619805,15.208264701648247,3.014993848456669,131.8406884498346,0.0,2.623870778612627,3.6560528975508078,19.19210412204285,0.0,58.072292153967396,0.0,0.0,12.045283673627281,285.5705951030624,297.61587877668967
1,7,True,0.0,1.2774049648225692,0.0,1.2491166429477083,0.0,0.0,0.0,26.262749346130686,0.0,22.096915713792313,13.89446101997423,14.887910913444898,3.320546885399324,26.585953378083843,3.9839659385589528,4.628215133568176,0.0,3.260479429971923,2.6944018578266196,18.431031471098862,0.0,103.88761967779453,0.0,0.0,23.893375701759126,222.5673966716555,246.4607723734146
1,8,True,0.0,1.2621954774849513,0.0,1.3647297169219357,0.0,0.0,0.0,20.011122610186348,0.0,18.6314597566873,7.672249489718311,23.681950207900684,0.12108362848677245,22.54406127769066,0.8756158829653771,53.60802773522343,0.0,3.21245653437569,1.3209308916324858,20.698937432107698,0.0,63.6094460192387,0.0,0.0,9.989879892802946,228.62438676781738,238.61426666062033
1,9,True,0.0,1.0248731350020677,0.0,1.2130674352487674,0.0,0.0,0.0,18.77093846311987,0.0,16.163556904310227,0.009422758952538857,16.49001475785876,4.608956268187995,11.590824795232237,1.0322520891707114,10.473875159641878,0.0,2.9986784982710475,2.6456993919395586,26.141673693906597,0.0,41.125929779336175,0.0,0.0,8.296330508250804,145.99343262192764,154.28976313017844
1,10,True,0.0,1.3105496648437267,0.0,1.4352214963582597,0.0,0.0,0.0,16.005683658855347,0.0,19.223679470468603,22.909320966845655,8.548367327523081,1.8963718926263766,28.074251680387036,0.7211989204495808,7.577203946046808,0.0,2.2974677961980774,2.071866577386942,19.629764591457786,0.0,81.26215255291578,0.0,0.0,27.598758357308554,185.3643421850545,212.96310054236307
