Replicacao,Total_Exames_Simulados,Tempo_Medio_Em_Fila,Tempo_Medio_Em_Processamento,Tempo_Medio_No_Sistema,Numero_Medio_Exames_Em_Fila,Numero_Medio_Exames_Em_Processamento,Numero_Medio_Exames_No_Sistema,Tempo_Warmup
1,12875,3224.7758718739033,83.29200819431564,3308.067880068218,5898.93595438404,28.32313599256629,5926.2225022475495,2500
