Replicacao,tempo,num_em_fila,num_em_processamento,num_no_sistema
1,5.39942849731842,0,0,1
1,5.39942849731842,1,0,1
1,5.39942849731842,0,1,1
1,5.604225161996517,0,1,2
1,5.604225161996517,1,1,2
1,5.604225161996517,0,2,2
1,6.714160947666933,0,1,2
1,6.714160947666933,1,1,2
1,6.714160947666933,0,2,2
1,6.810870639641518,0,1,2
1,6.810870639641518,1,1,2
1,6.810870639641518,0,2,2
1,7.733349688104274,0,1,2
1,7.733349688104274,1,1,2
1,7.733349688104274,0,2,2
1,8.112290440256105,0,1,2
1,8.112290440256105,1,1,2
1,8.112290440256105,0,2,2
1,14.259343258697037,0,2,3
1,14.259343258697037,1,2,3
1,14.259343258697037,0,3,3
1,15.420743528023777,0,2,3
1,15.420743528023777,1,2,3
1,15.420743528023777,0,3,3
1,15.938864959494584,0,3,4
1,15.938864959494584,1,3,4
1,15.938864959494584,0,4,4
1,16.73747150947478,0,3,4
1,16.73747150947478,1,3,4
1,16.73747150947478,0,4,4
1,17.21378956804672,0,3,4
1,17.21378956804672,1,3,4
1,17.21378956804672,0,4,4
1,18.293323355637973,0,4,5
1,18.293323355637973,1,4,5
1,18.293323355637973,0,5,5
1,18.41586169484667,0,4,5
1,18.41586169484667,1,4,5
1,18.41586169484667,0,5,5
1,19.323879936572805,0,4,5
1,19.323879936572805,1,4,5
1,19.323879936572805,0,5,5
1,20.437929198278823,0,4,5
1,20.437929198278823,1,4,5
1,20.437929198278823,0,5,5
1,24.61610284867853,0,5,6
1,24.61610284867853,1,5,6
1,24.61610284867853,0,6,6
1,25.785830205952113,0,5,6
1,25.785830205952113,1,5,6
1,25.785830205952113,0,6,6
1,26.80537433205026,0,5,6
1,26.80537433205026,1,5,6
1,26.80537433205026,0,6,6
1,27.17841462224749,0,6,7
1,27.17841462224749,1,6,7
1,27.17841462224749,0,7,7
1,28.259145142305997,0,7,8
1,28.259145142305997,1,7,8
1,28.259145142305997,0,8,8
1,28.45581958707006,0,7,8
1,28.45581958707006,1,7,8
1,28.45581958707006,0,8,8
1,29.521340619790948,0,7,8
1,29.521340619790948,1,7,8
1,29.521340619790948,0,8,8
1,29.70493623001777,0,7,8
1,29.70493623001777,1,7,8
1,29.70493623001777,0,8,8
1,30.886070336712883,0,7,8
1,30.886070336712883,1,7,8
1,30.886070336712883,0,8,8
1,32.34679400695306,0,8,9
1,32.34679400695306,1,8,9
1,32.34679400695306,0,9,9
1,33.37166714195513,0,8,9
1,33.37166714195513,1,8,9
1,33.37166714195513,0,9,9
1,34.584734577203896,0,8,9
1,34.584734577203896,1,8,9
1,34.584734577203896,0,9,9
1,39.17578835072325,0,8,9
1,39.17578835072325,1,8,9
1,39.17578835072325,0,9,9
1,40.30813470506,0,8,9
1,40.30813470506,1,8,9
1,40.30813470506,0,9,9
1,40.663444938623854,0,8,9
1,40.663444938623854,1,8,9
1,40.663444938623854,0,9,9
1,41.33399326749393,0,9,10
1,41.33399326749393,1,9,10
1,41.33399326749393,0,10,10
1,41.993689251464986,0,9,10
1,41.993689251464986,1,9,10
1,41.993689251464986,0,10,10
1,42.64454293233766,0,9,10
1,42.64454293233766,1,9,10
1,42.64454293233766,0,10,10
1,43.737483284352194,0,9,10
1,43.737483284352194,1,9,10
1,43.737483284352194,0,10,10
1,44.07976442869592,0,9,10
1,44.07976442869592,1,9,10
1,44.07976442869592,0,10,10
1,46.16246029630057,0,9,10
1,46.16246029630057,1,9,10
1,46.16246029630057,0,10,10
1,46.48942598859882,0,10,11
1,46.48942598859882,1,10,11
1,46.48942598859882,0,11,11
1,47.70451570857704,0,10,11
1,47.70451570857704,1,10,11
1,47.70451570857704,0,11,11
1,48.51352874832181,0,11,12
1,48.51352874832181,1,11,12
1,48.51352874832181,0,12,12
1,49.07470068643724,0,11,12
1,49.07470068643724,1,11,12
1,49.07470068643724,0,12,12
1,49.54384823969128,0,11,12
1,49.54384823969128,1,11,12
1,49.54384823969128,0,12,12
1,50.23220433515209,0,12,13
1,50.23220433515209,1,12,13
1,50.23220433515209,0,13,13
1,50.589300164540994,0,12,13
1,50.589300164540994,1,12,13
1,50.589300164540994,0,13,13
1,50.89719294689923,0,12,13
1,50.89719294689923,1,12,13
1,50.89719294689923,0,13,13
1,51.49530127865409,0,12,13
1,51.49530127865409,1,12,13
1,51.49530127865409,0,13,13
1,51.970595633033156,0,13,14
1,51.970595633033156,1,13,14
1,51.970595633033156,0,14,14
1,52.56546404782944,0,13,14
1,52.56546404782944,1,13,14
1,52.56546404782944,0,14,14
1,53.03001135119001,0,14,15
1,53.03001135119001,1,14,15
1,53.03001135119001,0,15,15
1,53.355673040323765,0,14,15
1,53.355673040323765,1,14,15
1,53.355673040323765,0,15,15
1,53.3794548330565,0,14,15
1,53.3794548330565,1,14,15
1,53.3794548330565,0,15,15
1,54.15393933655589,0,14,15
1,54.15393933655589,1,14,15
1,54.15393933655589,0,15,15
1,54.44685885024392,0,14,15
1,54.44685885024392,1,14,15
