Replicacao,tempo,num_em_fila,num_em_processamento,num_no_sistema
1,48.99868027369214,0,15,15
1,49.001236662750365,0,14,15
1,49.001236662750365,1,14,15
1,49.001236662750365,0,15,15
1,49.82003337397927,0,15,16
1,49.82003337397927,1,15,16
1,49.82003337397927,0,16,16
1,50.31538732442935,0,15,16
1,50.31538732442935,1,15,16
1,50.31538732442935,0,16,16
1,50.824528809862905,0,15,16
1,50.824528809862905,1,15,16
1,50.824528809862905,0,16,16
1,51.574224555006445,0,15,16
1,51.574224555006445,1,15,16
1,51.574224555006445,0,16,16
1,52.182840146094584,0,15,16
1,52.182840146094584,1,15,16
1,52.182840146094584,0,16,16
1,53.21265726069005,0,16,17
1,53.21265726069005,1,16,17
1,53.21265726069005,0,17,17
1,53.247688489462135,0,16,17
1,53.247688489462135,1,16,17
1,53.247688489462135,0,17,17
1,53.748065421718714,0,16,17
1,53.748065421718714,1,16,17
1,53.748065421718714,0,17,17
1,54.55690427238768,0,16,17
1,54.55690427238768,1,16,17
1,54.55690427238768,0,17,17
1,55.7540240309977,0,16,17
1,55.7540240309977,1,16,17
1,55.7540240309977,0,17,17
1,56.155030915178656,0,16,17
1,56.155030915178656,1,16,17
1,56.155030915178656,0,17,17
1,58.04553256010551,0,17,18
1,58.04553256010551,1,17,18
1,58.04553256010551,0,18,18
1,58.65133807453516,0,18,19
1,58.65133807453516,1,18,19
1,58.65133807453516,0,19,19
1,58.72501950000277,0,18,19
1,58.72501950000277,1,18,19
1,58.72501950000277,0,19,19
1,59.264937495201984,0,18,19
1,59.264937495201984,1,18,19
1,59.264937495201984,0,19,19
1,59.791728113864714,0,18,19
1,59.791728113864714,1,18,19
1,59.791728113864714,0,19,19
1,59.79401046834052,0,18,19
1,59.79401046834052,1,18,19
1,59.79401046834052,0,19,19
1,59.960393042191654,0,18,19
1,59.960393042191654,1,18,19
1,59.960393042191654,0,19,19
1,60.13982405296847,0,19,20
1,60.13982405296847,1,19,20
1,60.13982405296847,0,20,20
1,60.226688195103925,0,20,21
1,60.226688195103925,1,20,21
1,60.226688195103925,0,21,21
1,60.35324737556647,0,20,21
1,60.35324737556647,1,20,21
1,60.35324737556647,0,21,21
1,60.40262031414377,0,20,21
1,60.40262031414377,1,20,21
1,60.40262031414377,0,21,21
1,60.869525162875284,0,20,21
1,60.869525162875284,1,20,21
1,60.869525162875284,0,21,21
1,60.911625700914236,0,20,21
1,60.911625700914236,1,20,21
1,60.911625700914236,0,21,21
1,60.92872036359819,0,20,21
1,60.92872036359819,1,20,21
1,60.92872036359819,0,21,21
1,60.982669903346036,0,20,21
1,60.982669903346036,1,20,21
1,60.982669903346036,0,21,21
1,61.23520096539832,0,20,21
1,61.23520096539832,1,20,21
1,61.23520096539832,0,21,21
1,61.27672987702384,0,20,21
1,61.27672987702384,1,20,21
1,61.27672987702384,0,21,21
1,62.296078760086374,0,20,21
1,62.296078760086374,1,20,21
1,62.296078760086374,0,21,21
1,62.442119234686544,0,20,21
1,62.442119234686544,1,20,21
1,62.442119234686544,0,21,21
1,63.16122247444567,0,20,21
1,63.16122247444567,1,20,21
1,63.16122247444567,0,21,21
1,63.57763831814087,0,21,22
1,63.57763831814087,1,21,22
1,63.57763831814087,0,22,22
1,64.0542320623091,0,22,23
1,64.0542320623091,1,22,23
1,64.0542320623091,0,23,23
1,64.7742720035948,0,22,23
1,64.7742720035948,1,22,23
1,64.7742720035948,0,23,23
1,65.1445759250316,0,22,23
1,65.1445759250316,1,22,23
1,65.1445759250316,0,23,23
1,65.52944637056002,0,22,23
1,65.52944637056002,1,22,23
1,65.52944637056002,0,23,23
1,65.94897078620211,0,22,23
1,65.94897078620211,1,22,23
1,65.94897078620211,0,23,23
1,66.45239887171896,0,22,23
1,66.45239887171896,1,22,23
1,66.45239887171896,0,23,23
1,66.84509742384773,0,22,23
1,66.84509742384773,1,22,23
1,66.84509742384773,0,23,23
1,67.06561651682506,0,22,23
1,67.06561651682506,1,22,23
1,67.06561651682506,0,23,23
1,68.51731681721687,0,23,24
1,68.51731681721687,1,23,24
1,68.51731681721687,0,24,24
1,69.36203554101418,0,23,24
1,69.36203554101418,1,23,24
1,69.36203554101418,0,24,24
1,69.62509197894481,0,23,24
1,69.62509197894481,1,23,24
1,69.62509197894481,0,24,24
1,70.89892772387266,0,23,24
1,70.89892772387266,1,23,24
1,70.89892772387266,0,24,24
1,71.2306500421976,0,24,25
1,71.2306500421976,1,24,25
1,71.2306500421976,0,25,25
1,71.45946873640975,0,24,25
1,71.45946873640975,1,24,25
1,71.45946873640975,0,25,25
1,72.2449768178404,0,24,25
1,72.2449768178404,1,24,25
1,72.2449768178404,0,25,25
1,72.79074001266109,0,24,25
1,72.79074001266109,1,24,25
1,72.79074001266109,0,25,25
1,72.84088257250104,0,24,25
1,72.84088257250104,1,24,25
1,72.84088257250104,0,25,25
1,72.99229189621849,0,24,25
1,72.99229189621849,1,24,25
1,72.99229189621849,0,25,25
1,73.2696875719128,0,24,25
1,73.2696875719128,1,24,25
1,73.2696875719128,0,25,25
1,73.54877331743633,0,25,26
1,73.54877331743633,1,25,26
1,73.54877331743633,0,26,26
1,73.76483598460936,0,25,26
1,73.76483598460936,1,25,26
1,73.76483598460936,0,26,26
1,74.01875567221552,0,25,26
1,74.01875567221552,1,25,26
1,74.01875567221552,0,26,26
1,74.7367602621259,0,25,26
1,74.7367602621259,1,25,26
1,74.7367602621259,0,26,26
1,75.43576788798003,0,26,27
1,75.43576788798003,1,26,27
1,75.43576788798003,0,27,27
1,75.48544681116807,0,26,27
1,75.48544681116807,1,26,27
1,75.48544681116807,0,27,27
1,75.88518667760057,0,26,27
1,75.88518667760057,1,26,27
1,75.88518667760057,0,27,27
1,76.55232110354866,0,27,28
1,76.55232110354866,1,27,28
1,76.55232110354866,0,28,28
1,76.79665179894748,0,27,28
1,76.79665179894748,1,27,28
1,76.79665179894748,0,28,28
1,77.16611603341508,0,27,28
1,77.16611603341508,1,27,28
1,77.16611603341508,0,28,28
1,77.39912228843855,0,27,28
1,77.39912228843855,1,27,28
1,77.39912228843855,0,28,28
1,77.43175187856701,0,27,28
1,77.43175187856701,1,27,28
1,77.43175187856701,0,28,28
1,77.56560976060152,0,27,28
1,77.56560976060152,1,27,28
1,77.56560976060152,0,28,28
1,77.71823732527653,0,27,28
1,77.71823732527653,1,27,28
1,77.71823732527653,0,28,28
1,77.74154158450449,0,27,28
1,77.74154158450449,1,27,28
1,77.74154158450449,0,28,28
1,77.90776077589642,0,27,28
1,77.90776077589642,1,27,28
1,77.90776077589642,0,28,28
1,77.95952285929637,0,27,28
1,77.95952285929637,1,27,28
1,77.95952285929637,0,28,28
1,78.34721692349783,0,28,29
1,78.34721692349783,1,28,29
1,78.34721692349783,0,29,29
1,78.79364127048721,0,28,29
1,78.79364127048721,1,28,29
1,78.79364127048721,0,29,29
1,79.453291487842,0,28,29
1,79.453291487842,1,28,29
1,79.453291487842,0,29,29
1,80.54994517054959,0,28,29
1,80.54994517054959,1,28,29
1,80.54994517054959,0,29,29
1,80.89202935681473,0,28,29
1,80.89202935681473,1,28,29
1,80.89202935681473,0,29,29
1,81.66462501631216,0,29,30
1,81.66462501631216,1,29,30
1,81.66462501631216,0,30,30
1,81.97503688661729,0,29,30
1,81.97503688661729,1,29,30
1,81.97503688661729,0,30,30
1,82.10560962782313,0,30,31
1,82.10560962782313,1,30,31
1,82.10560962782313,0,31,31
1,82.33815499388992,0,30,31
1,82.33815499388992,1,30,31
1,82.33815499388992,0,31,31
1,82.43880861359881,0,30,31
1,82.43880861359881,1,30,31
1,82.43880861359881,0,31,31
1,82.7418352664144,0,30,31
1,82.7418352664144,1,30,31
1,82.7418352664144,0,31,31
1,83.17977569674797,0,30,31
1,83.17977569674797,1,30,31
1,83.17977569674797,0,31,31
1,83.19705974668486,0,30,31
1,83.19705974668486,1,30,31
1,83.19705974668486,0,31,31
1,83.26278917092458,0,30,31
1,83.26278917092458,1,30,31
1,83.26278917092458,0,31,31
1,83.83441147252596,0,30,31
1,83.83441147252596,1,30,31
1,83.83441147252596,0,31,31
1,83.90895753691501,0,30,31
1,83.90895753691501,1,30,31
1,83.90895753691501,0,31,31
1,84.15373330788216,0,30,31
1,84.15373330788216,1,30,31
1,84.15373330788216,0,31,31
1,84.20992812896739,0,30,31
1,84.20992812896739,1,30,31
1,84.20992812896739,0,31,31
1,87.21195920855351,0,31,32
1,87.21195920855351,1,31,32
1,87.21195920855351,0,32,32
1,87.2483382455877,0,32,33
1,87.2483382455877,1,32,33
1,87.2483382455877,0,33,33
1,87.60304276725105,0,32,33
1,87.60304276725105,1,32,33
1,87.60304276725105,0,33,33
1,87.8447660137738,0,32,33
1,87.8447660137738,1,32,33
1,87.8447660137738,0,33,33
1,88.04914727414928,0,32,33
1,88.04914727414928,1,32,33
1,88.04914727414928,0,33,33
1,88.23855397763329,0,32,33
1,88.23855397763329,1,32,33
1,88.23855397763329,0,33,33
1,88.29625338857186,0,32,33
1,88.29625338857186,1,32,33
1,88.29625338857186,0,33,33
1,88.35071234695242,0,32,33
1,88.35071234695242,1,32,33
1,88.35071234695242,0,33,33
1,89.30168155565866,0,32,33
1,89.30168155565866,1,32,33
1,89.30168155565866,0,33,33
1,89.34590761706592,0,32,33
1,89.34590761706592,1,32,33
1,89.34590761706592,0,33,33
1,89.59925036567641,0,32,33
1,89.59925036567641,1,32,33
1,89.59925036567641,0,33,33
1,90.89353220313308,0,32,33
1,90.89353220313308,1,32,33
1,90.89353220313308,0,33,33
1,91.08863738176866,0,32,33
1,91.08863738176866,1,32,33
1,91.08863738176866,0,33,33
1,91.31222659395377,0,33,34
1,91.31222659395377,1,33,34
1,91.31222659395377,0,34,34
1,91.42608731577155,0,33,34
1,91.42608731577155,1,33,34
1,91.42608731577155,0,34,34
1,91.62981744449232,0,33,34
1,91.62981744449232,1,33,34
1,91.62981744449232,0,34,34
1,92.44533401729694,0,33,34
1,92.44533401729694,1,33,34
1,92.44533401729694,0,34,34
1,92.96250408320356,0,34,35
1,92.96250408320356,1,34,35
1,93.43937277137816,1,33,35
1,93.43937277137816,2,33,35
1,93.43937277137816,1,34,35
1,93.52053870769728,1,33,35
1,93.52053870769728,2,33,35
1,93.52053870769728,1,34,35
1,93.52053870769728,0,35,35
1,94.23013502413625,0,34,35
1,94.23013502413625,1,34,35
1,94.23013502413625,0,35,35
1,94.44147779716494,0,35,36
1,94.44147779716494,1,35,36
1,94.60584846287652,1,34,36
1,94.60584846287652,2,34,36
1,94.60584846287652,1,35,36
1,94.65976971650352,1,34,36
1,94.65976971650352,2,34,36
1,94.65976971650352,1,35,36
1,94.80262881431372,1,34,36
1,94.80262881431372,2,34,36
1,94.80262881431372,1,35,36
1,95.37981075263059,1,34,36
1,95.37981075263059,1,35,36
1,95.610600574258,1,34,36
1,95.610600574258,1,35,36
1,95.6515459543356,1,34,36
1,95.6515459543356,2,34,36
1,95.6515459543356,1,35,36
1,95.93490889553253,1,34,36
1,95.93490889553253,2,34,36
1,95.93490889553253,1,35,36
1,96.66941465299695,1,34,36
1,96.66941465299695,2,34,36
1,96.66941465299695,1,35,36
1,96.66941465299695,0,36,36
1,96.81763698702738,0,35,36
1,96.81763698702738,1,35,36
1,96.81763698702738,0,36,36
1,96.85936563705451,0,35,36
1,96.85936563705451,1,35,36
1,96.85936563705451,0,36,36
1,97.02891940943606,0,35,36
1,97.02891940943606,1,35,36
1,97.02891940943606,0,36,36
1,97.68071223966909,0,35,36
1,97.68071223966909,1,35,36
1,97.68071223966909,0,36,36
1,97.999546303619,0,35,36
1,97.999546303619,1,35,36
1,97.999546303619,0,36,36
1,99.26702955918154,0,35,36
1,99.26702955918154,1,35,36
1,99.26702955918154,0,36,36
1,99.51819345897053,0,35,36
1,99.51819345897053,1,35,36
1,99.51819345897053,0,36,36
1,99.5540792521088,0,35,36
1,99.5540792521088,1,35,36
1,99.5540792521088,0,36,36
1,99.68086121764607,0,35,36
1,99.68086121764607,1,35,36
1,99.68086121764607,0,36,36
1,99.73507376435947,0,35,36
1,99.73507376435947,1,35,36
1,99.73507376435947,0,36,36
1,100.06029825710641,0,35,36
1,100.06029825710641,1,35,36
1,100.06029825710641,0,36,36
1,100.38339699555486,0,35,36
1,100.38339699555486,1,35,36
1,100.38339699555486,0,36,36
1,101.0541136572846,0,35,36
1,101.0541136572846,1,35,36
1,101.0541136572846,0,36,36
1,101.26061822301816,0,36,37
1,101.26061822301816,1,36,37
1,101.26061822301816,0,37,37
1,101.63792588797253,0,36,37
1,101.63792588797253,1,36,37
1,101.63792588797253,0,37,37
1,101.72095274084691,0,36,37
1,101.72095274084691,1,36,37
1,101.72095274084691,0,37,37
1,102.39185532295957,0,36,37
1,102.39185532295957,1,36,37
1,102.39185532295957,0,37,37
1,103.28353060108704,0,36,37
1,103.28353060108704,1,36,37
1,103.28353060108704,0,37,37
1,103.41989607083558,0,36,37
1,103.41989607083558,1,36,37
1,103.41989607083558,0,37,37
1,104.81758292019936,0,36,37
1,104.81758292019936,1,36,37
1,104.81758292019936,0,37,37
1,105.40789852378576,0,36,37
1,105.40789852378576,1,36,37
1,105.40789852378576,0,37,37
1,105.8315390814198,0,36,37
1,105.8315390814198,1,36,37
1,105.8315390814198,0,37,37
1,106.27827960536285,0,36,37
1,106.27827960536285,1,36,37
1,106.27827960536285,0,37,37
1,106.46298601908894,0,36,37
1,106.46298601908894,1,36,37
1,106.46298601908894,0,37,37
1,106.75321924933033,0,36,37
1,106.75321924933033,1,36,37
1,106.81915143373519,1,35,37
1,106.81915143373519,2,35,37
1,106.81915143373519,1,36,37
1,108.6074183904088,1,35,37
1,108.6074183904088,2,35,37
1,108.6074183904088,1,36,37
1,109.60480945790192,1,35,37
1,109.60480945790192,2,35,37
1,110.21969631310884,2,35,38
1,110.21969631310884,3,35,38
1,110.21969631310884,2,36,38
1,111.25656499123374,2,35,38
1,111.25656499123374,3,35,38
1,111.25656499123374,2,36,38
1,111.31932765411293,2,35,38
1,111.31932765411293,3,35,38
1,111.31932765411293,2,36,38
1,111.44329459945547,2,35,38
1,111.44329459945547,3,35,38
1,111.44329459945547,2,36,38
1,111.46866283255027,2,35,38
1,111.46866283255027,3,35,38
1,111.46866283255027,2,36,38
1,112.59789096822684,2,35,38
1,112.59789096822684,3,35,38
1,112.71531789022589,3,34,38
1,112.71531789022589,4,34,38
1,112.93601143627983,4,33,38
1,112.93601143627983,5,33,38
1,112.93601143627983,4,34,38
1,113.27309889533198,4,33,38
1,113.27309889533198,5,33,38
1,113.27309889533198,4,34,38
1,113.4082896623269,4,33,38
1,113.4082896623269,5,33,38
1,113.4082896623269,4,34,38
1,113.8421542913363,4,33,38
1,113.8421542913363,5,33,38
1,113.8421542913363,4,34,38
1,113.8948505748907,4,34,39
1,113.8948505748907,5,34,39
1,113.8948505748907,4,35,39
1,113.95504758373895,4,34,39
1,113.95504758373895,4,35,39
1,113.95504758373895,3,36,39
1,114.05355932575974,3,36,40
1,114.05355932575974,4,36,40
1,114.05355932575974,3,37,40
1,114.15375912216257,3,36,40
1,114.15375912216257,4,36,40
1,114.15375912216257,3,37,40
1,114.31876436524018,3,36,40
1,114.31876436524018,3,37,40
1,114.31876436524018,2,38,40
1,114.84137570157135,2,38,41
1,114.84137570157135,3,38,41
1,114.84137570157135,2,39,41
1,114.96001018489575,2,38,41
1,114.96001018489575,3,38,41
1,114.96001018489575,2,39,41
1,114.97484270312242,2,38,41
1,114.97484270312242,3,38,41
1,114.97484270312242,2,39,41
1,115.12245066625988,2,38,41
1,115.12245066625988,3,38,41
1,115.12245066625988,2,39,41
1,115.21687593911908,2,38,41
1,115.21687593911908,3,38,41
1,115.21687593911908,2,39,41
1,115.21776502460952,2,38,41
1,115.21776502460952,3,38,41
1,115.21776502460952,2,39,41
1,115.85632868801437,2,38,41
1,115.85632868801437,3,38,41
1,115.85632868801437,2,39,41
1,116.09801550648584,2,38,41
1,116.09801550648584,3,38,41
1,116.10299444384293,3,37,41
1,116.10299444384293,4,37,41
1,116.10299444384293,3,38,41
1,116.17640224541626,3,37,41
1,116.17640224541626,3,38,41
1,116.17640224541626,2,39,41
1,116.22210431760405,2,38,41
1,116.22210431760405,3,38,41
1,116.22210431760405,2,39,41
1,116.34486291463143,2,38,41
1,116.34486291463143,3,38,41
1,116.34486291463143,2,39,41
1,116.64232600657787,2,38,41
1,116.64232600657787,3,38,41
1,116.77422241533247,3,37,41
1,116.77422241533247,4,37,41
1,116.77422241533247,3,38,41
1,116.95871792674309,3,37,41
1,116.95871792674309,4,37,41
1,116.95871792674309,3,38,41
1,117.31920169179963,3,37,41
1,117.31920169179963,4,37,41
1,117.5423257921326,4,36,41
1,117.5423257921326,4,37,41
1,117.5423257921326,3,38,41
1,117.56025795600948,3,37,41
1,117.56025795600948,3,38,41
1,117.56025795600948,2,39,41
1,117.83259246986619,2,38,41
1,117.83259246986619,3,38,41
1,117.90298740736921,3,37,41
1,117.90298740736921,4,37,41
1,117.90298740736921,3,38,41
1,117.97341376110816,3,37,41
1,117.97341376110816,4,37,41
1,117.97341376110816,3,38,41
1,118.17262768833109,3,37,41
1,118.17262768833109,4,37,41
1,118.17262768833109,3,38,41
1,118.5835214865475,3,37,41
1,118.5835214865475,4,37,41
1,118.5835214865475,3,38,41
1,119.8810924123998,3,37,41
1,119.8810924123998,4,37,41
1,119.8810924123998,3,38,41
1,120.44971653547904,3,37,41
1,120.44971653547904,4,37,41
1,120.44971653547904,3,38,41
1,120.63125835647926,3,37,41
1,120.63125835647926,4,37,41
1,120.63125835647926,3,38,41
1,120.64949107633757,3,37,41
1,120.64949107633757,4,37,41
1,120.64949107633757,3,38,41
1,121.1183824944438,3,37,41
1,121.1183824944438,4,37,41
1,121.26273231874097,4,36,41
1,121.26273231874097,5,36,41
1,121.26273231874097,4,37,41
1,121.34306446693853,4,36,41
1,121.34306446693853,5,36,41
1,121.34306446693853,4,37,41
1,121.82235760673242,4,36,41
1,121.82235760673242,5,36,41
1,121.82235760673242,4,37,41
1,122.38682225313657,4,37,42
1,122.38682225313657,5,37,42
1,122.38682225313657,4,38,42
1,122.39626198224337,4,37,42
1,122.39626198224337,5,37,42
1,122.39626198224337,4,38,42
1,122.63106787185598,4,37,42
1,122.63106787185598,5,37,42
1,122.63106787185598,4,38,42
1,122.68602437050757,4,37,42
1,122.68602437050757,5,37,42
1,122.68602437050757,4,38,42
1,122.77184205492438,4,38,43
1,122.77184205492438,5,38,43
1,122.77184205492438,4,39,43
1,122.91658037615979,4,38,43
1,122.91658037615979,5,38,43
1,122.91658037615979,4,39,43
1,123.0326254944938,4,38,43
1,123.0326254944938,5,38,43
1,123.0326254944938,4,39,43
1,123.13181441809841,4,38,43
1,123.13181441809841,5,38,43
1,123.13181441809841,4,39,43
1,123.20412261342904,4,39,44
1,123.20412261342904,5,39,44
1,123.20412261342904,4,40,44
1,123.47627843868119,4,39,44
1,123.47627843868119,5,39,44
1,123.47627843868119,4,40,44
1,123.55195324546885,4,39,44
1,123.55195324546885,5,39,44
1,123.55195324546885,4,40,44
1,123.91615199260997,4,39,44
1,123.91615199260997,5,39,44
1,123.91615199260997,4,40,44
1,124.17030593758302,4,40,45
1,124.17030593758302,5,40,45
1,124.17030593758302,4,41,45
1,124.23892114131856,4,40,45
1,124.23892114131856,5,40,45
1,124.23892114131856,4,41,45
1,124.77937908158545,4,40,45
1,124.77937908158545,5,40,45
1,125.0119017024813,5,39,45
1,125.0119017024813,6,39,45
1,125.0119017024813,5,40,45
1,125.18536586070807,5,39,45
1,125.18536586070807,6,39,45
1,125.18536586070807,5,40,45
1,125.36132355309768,5,39,45
1,125.36132355309768,6,39,45
1,125.78069502391726,6,38,45
1,125.78069502391726,7,38,45
1,125.78069502391726,6,39,45
1,126.55910084504713,6,38,45
1,126.55910084504713,7,38,45
1,126.69750317844134,7,37,45
1,126.69750317844134,7,38,45
1,126.69750317844134,6,39,45
1,127.6353478914595,6,38,45
1,127.6353478914595,7,38,45
1,127.6353478914595,6,39,45
1,128.07110840851684,6,38,45
1,128.07110840851684,7,38,45
1,128.07110840851684,6,39,45
1,128.38454998752886,6,39,46
1,128.38454998752886,7,39,46
1,128.38454998752886,6,40,46
1,128.7015265742942,6,39,46
1,128.7015265742942,7,39,46
1,128.7015265742942,6,40,46
1,128.87563353117037,6,39,46
1,128.87563353117037,7,39,46
1,128.87563353117037,6,40,46
1,129.5314535542779,6,39,46
1,129.5314535542779,7,39,46
1,129.5314535542779,6,40,46
1,129.74195799665637,6,39,46
1,129.74195799665637,7,39,46
1,129.74195799665637,6,40,46
1,129.82033414916785,6,39,46
1,129.82033414916785,7,39,46
1,129.82033414916785,6,40,46
1,129.84518485402148,6,40,47
1,129.84518485402148,7,40,47
1,129.84518485402148,6,41,47
1,130.06321901619805,6,40,47
1,130.06321901619805,6,41,47
1,130.06321901619805,5,42,47
1,130.66321439605971,5,41,47
1,130.66321439605971,6,41,47
1,130.82588573626023,6,40,47
1,130.82588573626023,7,40,47
1,130.82588573626023,6,41,47
1,131.12707716969675,6,40,47
1,131.12707716969675,7,40,47
1,131.12707716969675,6,41,47
1,131.34278030407683,6,40,47
1,131.34278030407683,7,40,47
1,131.34278030407683,6,41,47
1,131.74535077411142,6,40,47
1,131.74535077411142,6,41,47
1,131.74535077411142,5,42,47
1,132.24363106882524,5,41,47
1,132.24363106882524,6,41,47
1,132.24363106882524,5,42,47
1,132.40846183978644,5,41,47
1,132.40846183978644,6,41,47
1,132.67335075315182,6,40,47
1,132.67335075315182,7,40,47
1,132.67335075315182,6,41,47
1,133.36027622669428,6,40,47
1,133.36027622669428,7,40,47
1,133.36027622669428,6,41,47
1,134.24079820792664,6,40,47
1,134.24079820792664,7,40,47
1,134.24079820792664,6,41,47
1,134.40518444355246,6,40,47
1,134.40518444355246,7,40,47
1,134.40518444355246,6,41,47
1,134.9242708576775,6,41,48
1,134.9242708576775,7,41,48
1,134.9242708576775,6,42,48
1,135.73209938316705,6,41,48
1,135.73209938316705,7,41,48
1,135.73209938316705,6,42,48
1,135.93585789103255,6,41,48
1,135.93585789103255,7,41,48
1,135.93585789103255,6,42,48
1,135.96584743236107,6,41,48
1,135.96584743236107,7,41,48
1,135.96584743236107,6,42,48
1,136.18980798654573,6,41,48
1,136.18980798654573,7,41,48
1,136.18980798654573,6,42,48
1,136.34319343433242,6,41,48
1,136.34319343433242,7,41,48
1,136.34319343433242,6,42,48
1,136.72030437258016,6,41,48
1,136.72030437258016,7,41,48
1,136.72030437258016,6,42,48
1,136.9862811176381,6,41,48
1,136.9862811176381,7,41,48
1,137.0422600442374,7,40,48
1,137.0422600442374,8,40,48
1,137.0422600442374,7,41,48
1,137.81367663585024,7,40,48
1,137.81367663585024,8,40,48
1,137.81367663585024,7,41,48
